utt_id,wav_path,text,speaker
000530006,WAVE/SPEAKER0053/000530006.WAV,ANN CAN WE HAVE THE PEACH,0053
000530019,WAVE/SPEAKER0053/000530019.WAV,LILLY CAN DRAW THE TIGER,0053
000530027,WAVE/SPEAKER0053/000530027.WAV,THREE THREE NINE,0053
000530030,WAVE/SPEAKER0053/000530030.WAV,SIX FOUR FIVE SIX,0053
000530037,WAVE/SPEAKER0053/000530037.WAV,FOUR THREE FOUR TWO,0053
000530054,WAVE/SPEAKER0053/000530054.WAV,ONE NINE FOUR,0053
000530055,WAVE/SPEAKER0053/000530055.WAV,BOOTS MOUNTAINS TREES,0053
000530060,WAVE/SPEAKER0053/000530060.WAV,SIR THREE PLANTING GRAFF,0053
000530063,WAVE/SPEAKER0053/000530063.WAV,SANDWICH GIVE HIM,0053
000530076,WAVE/SPEAKER0053/000530076.WAV,LAYLA WANTS HAVE SOME BISCUIT,0053
000530077,WAVE/SPEAKER0053/000530077.WAV,JIM ATE A LITTLE CAKE,0053
000530094,WAVE/SPEAKER0053/000530094.WAV,LIYA LIKES THE OLD SAFE,0053
000530109,WAVE/SPEAKER0053/000530109.WAV,MIKE CAN SEE THE TRAIN,0053
000530112,WAVE/SPEAKER0053/000530112.WAV,THEN JAYME WALKS TO TOILET,0053
000530115,WAVE/SPEAKER0053/000530115.WAV,THEN TOM WALKS TO ART ROOM,0053
000530145,WAVE/SPEAKER0053/000530145.WAV,SHE LIKES THE BIG GREEN CITY LONDON,0053
000530154,WAVE/SPEAKER0053/000530154.WAV,I WILL GO TO MEN,0053
000530163,WAVE/SPEAKER0053/000530163.WAV,WHERE DID THAT COME FROM,0053
000530174,WAVE/SPEAKER0053/000530174.WAV,I ONLY WANT ONE,0053
000540001,WAVE/SPEAKER0054/000540001.WAV,MIKE LOVE GARDEN,0054
000540004,WAVE/SPEAKER0054/000540004.WAV,MARK LOVE PORTER,0054
000540014,WAVE/SPEAKER0054/000540014.WAV,JAYME CAN SEE THE DOG,0054
000540018,WAVE/SPEAKER0054/000540018.WAV,BILLY IS GOING TO SEE FOX,0054
000540031,WAVE/SPEAKER0054/000540031.WAV,SIX EIGHT FOUR SIX,0054
000540054,WAVE/SPEAKER0054/000540054.WAV,FIVE FIVE NINE ONE,0054
000540055,WAVE/SPEAKER0054/000540055.WAV,QUICK PAST PHOTO,0054
000540058,WAVE/SPEAKER0054/000540058.WAV,SHANGHAI QUIRE TODAY ONCE TOMORROW,0054
000540062,WAVE/SPEAKER0054/000540062.WAV,KANGAROO COWS TRACE,0054
000540072,WAVE/SPEAKER0054/000540072.WAV,PETER IS GOOD AT SKIN,0054
000540077,WAVE/SPEAKER0054/000540077.WAV,BILLY AT A LITTLE JAM,0054
000540088,WAVE/SPEAKER0054/000540088.WAV,LOOK AT BILLY'S FOOT,0054
000540106,WAVE/SPEAKER0054/000540106.WAV,LINDA CAN SEE THE SUN BOY,0054
000540111,WAVE/SPEAKER0054/000540111.WAV,MARY CAN SEE THE THIEF,0054
000540117,WAVE/SPEAKER0054/000540117.WAV,KATE WAS WALKING TO PARK,0054
000540123,WAVE/SPEAKER0054/000540123.WAV,SANDY WAS WALKING TO TURN PAR,0054
000540127,WAVE/SPEAKER0054/000540127.WAV,PETER IS DRAWING THE PASS,0054
000540130,WAVE/SPEAKER0054/000540130.WAV,NILA LOVES NEWS,0054
000540156,WAVE/SPEAKER0054/000540156.WAV,IT MUST BE HE,0054
000540163,WAVE/SPEAKER0054/000540163.WAV,I AM IN THE GLASS,0054
000560016,WAVE/SPEAKER0056/000560016.WAV,MARY IS GOING TO SEE MONKEY,0056
000560017,WAVE/SPEAKER0056/000560017.WAV,LUCY IS GOING TO SEE HORSE,0056
000560026,WAVE/SPEAKER0056/000560026.WAV,ONE FOUR SEVEN ONE,0056
000560030,WAVE/SPEAKER0056/000560030.WAV,FIVE EIGHT THREE TWO,0056
000560033,WAVE/SPEAKER0056/000560033.WAV,FIVE ONE SIX ONE,0056
000560038,WAVE/SPEAKER0056/000560038.WAV,ZERO FOUR ONE,0056
000560058,WAVE/SPEAKER0056/000560058.WAV,LUCY HOCK SONG MUTTON,0056
000560068,WAVE/SPEAKER0056/000560068.WAV,BY DAVID'S TOES,0056
000560074,WAVE/SPEAKER0056/000560074.WAV,I NEED NEW SHORTS,0056
000560075,WAVE/SPEAKER0056/000560075.WAV,JACK LIKES YOUR RED CUP,0056
000560084,WAVE/SPEAKER0056/000560084.WAV,LOOK AT DORA'S CLOT,0056
000560086,WAVE/SPEAKER0056/000560086.WAV,TEDDY CAN SEE THE CAR,0056
000560088,WAVE/SPEAKER0056/000560088.WAV,THE NEW CAR,0056
000560116,WAVE/SPEAKER0056/000560116.WAV,JIM WAS TO BE ARE GOLD TEACHER,0056
000560117,WAVE/SPEAKER0056/000560117.WAV,JACK WAS WANTS TO BE ARE GOLD NERVOUS,0056
000560134,WAVE/SPEAKER0056/000560134.WAV,ANYBODY CAN BANK BANK BANK,0056
000560154,WAVE/SPEAKER0056/000560154.WAV,LOOK HERE I CHUCK THIS,0056
000560159,WAVE/SPEAKER0056/000560159.WAV,BY YOUR LEAVE,0056
000560162,WAVE/SPEAKER0056/000560162.WAV,WHO CAN COUNT TO THREE,0056
000560172,WAVE/SPEAKER0056/000560172.WAV,BEAR GOT HIS BALL,0056
000700008,WAVE/SPEAKER0070/000700008.WAV,KATE HAS NOT THE MANGO,0070
000700010,WAVE/SPEAKER0070/000700010.WAV,THE CUTE ELEPHANT,0070
000700012,WAVE/SPEAKER0070/000700012.WAV,THANK YOU DEAR GOT,0070
000700015,WAVE/SPEAKER0070/000700015.WAV,LILLY IS GOING TO SEE PIG,0070
000700019,WAVE/SPEAKER0070/000700019.WAV,DORA CAN DRAW THE ZEBRA,0070
000700034,WAVE/SPEAKER0070/000700034.WAV,SEVEN THREE NINE FOUR,0070
000700037,WAVE/SPEAKER0070/000700037.WAV,THREE EIGHT ONE SEVEN,0070
000700046,WAVE/SPEAKER0070/000700046.WAV,NINE SEVEN FIVE FOUR,0070
000700048,WAVE/SPEAKER0070/000700048.WAV,TWO TWO NINE ONE,0070
000700053,WAVE/SPEAKER0070/000700053.WAV,EIGHT FIVE FIVE SEVEN,0070
000700063,WAVE/SPEAKER0070/000700063.WAV,SHOES OLYMPIA SHOES,0070
000700065,WAVE/SPEAKER0070/000700065.WAV,CINEMA FRIDAY FANS,0070
000700082,WAVE/SPEAKER0070/000700082.WAV,JOHN LIKES RICE,0070
000700109,WAVE/SPEAKER0070/000700109.WAV,LISA CAN SEE THE YET,0070
000700120,WAVE/SPEAKER0070/000700120.WAV,LISA CAN SEE THE CLASSROOM,0070
000700123,WAVE/SPEAKER0070/000700123.WAV,MANDY WANTS WALKING TO BEDROOM,0070
000700130,WAVE/SPEAKER0070/000700130.WAV,DAD GOES THE CARROT,0070
000700151,WAVE/SPEAKER0070/000700151.WAV,YOU ARE MOST WELCOME,0070
000700156,WAVE/SPEAKER0070/000700156.WAV,WELL MOTHER,0070
000700174,WAVE/SPEAKER0070/000700174.WAV,WHAT'S HER NAME,0070
000750005,WAVE/SPEAKER0075/000750005.WAV,BORN LIKES GREEN,0075
000750015,WAVE/SPEAKER0075/000750015.WAV,TOM IS GOING TO SEE COW,0075
000750020,WAVE/SPEAKER0075/000750020.WAV,SINGER IS COMING FROM AUSTRALIAN,0075
000750024,WAVE/SPEAKER0075/000750024.WAV,ANDY LOVES FRANCE,0075
000750026,WAVE/SPEAKER0075/000750026.WAV,FIVE FIVE ZERO SIX,0075
000750029,WAVE/SPEAKER0075/000750029.WAV,FIVE SEVEN SIX SIX,0075
000750045,WAVE/SPEAKER0075/000750045.WAV,FIVE NINE ZERO FOUR,0075
000750068,WAVE/SPEAKER0075/000750068.WAV,MARY LIKES TENNIS,0075
000750080,WAVE/SPEAKER0075/000750080.WAV,DO YOU KNOW THE NOODLES,0075
000750082,WAVE/SPEAKER0075/000750082.WAV,AND LIKES HAMBURGER,0075
000750085,WAVE/SPEAKER0075/000750085.WAV,JOHN HOT SOME MEAT,0075
000750091,WAVE/SPEAKER0075/000750091.WAV,MARK HAS A BEAUTIFUL SHORTS,0075
000750101,WAVE/SPEAKER0075/000750101.WAV,LOOK AT JOHN'S COAT,0075
000750106,WAVE/SPEAKER0075/000750106.WAV,LAYLA CAN SEE THE BUS,0075
000750108,WAVE/SPEAKER0075/000750108.WAV,THE PLANE IS NEAR,0075
000750123,WAVE/SPEAKER0075/000750123.WAV,BILLY WAS WALKING TO FARM,0075
000750128,WAVE/SPEAKER0075/000750128.WAV,LAYLA HOT THE PEAR,0075
000750134,WAVE/SPEAKER0075/000750134.WAV,TINA LIKES EYE,0075
000750140,WAVE/SPEAKER0075/000750140.WAV,MARY IS NOT SINGER,0075
000750149,WAVE/SPEAKER0075/000750149.WAV,TIM LIVES IN MOST ROOM NOW,0075
001030008,WAVE/SPEAKER0103/001030008.WAV,JACK HAS GOT SOME LEMON,0103
001030013,WAVE/SPEAKER0103/001030013.WAV,JOHN CAN DRAW THE HORSE,0103
001030032,WAVE/SPEAKER0103/001030032.WAV,EIGHT ONE ZERO SIX,0103
001030048,WAVE/SPEAKER0103/001030048.WAV,ZERO NINE THREE,0103
001030053,WAVE/SPEAKER0103/001030053.WAV,TWO FOUR SEVEN,0103
001030054,WAVE/SPEAKER0103/001030054.WAV,ONE FIVE THREE,0103
001030060,WAVE/SPEAKER0103/001030060.WAV,RELATIVES N U S A,0103
001030061,WAVE/SPEAKER0103/001030061.WAV,DRESSING HOCKEY P,0103
001030065,WAVE/SPEAKER0103/001030065.WAV,GIRL DINNER FAIRY,0103
001030077,WAVE/SPEAKER0103/001030077.WAV,JIM ATE A LITTLE TOLL FULL,0103
001030078,WAVE/SPEAKER0103/001030078.WAV,DOES TOM LIKE THE CHICKEN,0103
001030090,WAVE/SPEAKER0103/001030090.WAV,BY TOM'S SHOULDER,0103
001030099,WAVE/SPEAKER0103/001030099.WAV,PETER HAS A BEAUTIFUL HAT,0103
001030102,WAVE/SPEAKER0103/001030102.WAV,DORA NEEDS NEW T SHIRT,0103
001030103,WAVE/SPEAKER0103/001030103.WAV,JOHN LOVES THE NEW GLOVES,0103
001030121,WAVE/SPEAKER0103/001030121.WAV,THEN KATE WALKS TO BANK,0103
001030136,WAVE/SPEAKER0103/001030136.WAV,HE WANTS TO BE A FARMER,0103
001030143,WAVE/SPEAKER0103/001030143.WAV,BILL LIKES THE P E CLASS,0103
001030144,WAVE/SPEAKER0103/001030144.WAV,MANDY WENT TO THE ART CLASS,0103
001030155,WAVE/SPEAKER0103/001030155.WAV,SHALL WE GO HOME,0103
001040022,WAVE/SPEAKER0104/001040022.WAV,MANDY LIVES IN LAOS,0104
001040026,WAVE/SPEAKER0104/001040026.WAV,FIVE SIX FIVE SIX,0104
001040038,WAVE/SPEAKER0104/001040038.WAV,TWO FIVE ZERO FIVE,0104
001040050,WAVE/SPEAKER0104/001040050.WAV,FOUR FOUR SEVEN TWO,0104
001040062,WAVE/SPEAKER0104/001040062.WAV,CARDS BIRD LISTEN,0104
001040067,WAVE/SPEAKER0104/001040067.WAV,LAYLA IS GOOD AT SURFING,0104
001040069,WAVE/SPEAKER0104/001040069.WAV,LILLY GIVES UP HOCKEY,0104
001040071,WAVE/SPEAKER0104/001040071.WAV,MARY LIKES RUNNING,0104
001040073,WAVE/SPEAKER0104/001040073.WAV,MARK GIVES UP HANDBALL,0104
001040100,WAVE/SPEAKER0104/001040100.WAV,JOHN LIKES YOUR BLUE JACKET,0104
001040104,WAVE/SPEAKER0104/001040104.WAV,JOHN GOT THE SOCKS,0104
001040106,WAVE/SPEAKER0104/001040106.WAV,BILLY CAN SEE THE VAN,0104
001040108,WAVE/SPEAKER0104/001040108.WAV,I CAN PAINT MY SUBWAY,0104
001040115,WAVE/SPEAKER0104/001040115.WAV,THEN MANDY WHAT TO TOILET,0104
001040120,WAVE/SPEAKER0104/001040120.WAV,MARY CAN SEE THE BOOKSTORE,0104
001040122,WAVE/SPEAKER0104/001040122.WAV,SO BILLY WENT ON TO HOME,0104
001040134,WAVE/SPEAKER0104/001040134.WAV,SANDY LIKE THE TOMATO,0104
001040136,WAVE/SPEAKER0104/001040136.WAV,HE WANT TO BE A SINGER,0104
001040149,WAVE/SPEAKER0104/001040149.WAV,MIKE LIKE THE BIG GEN GEN CITY NEW YORK,0104
001040173,WAVE/SPEAKER0104/001040173.WAV,NO I AM NOT,0104
001310020,WAVE/SPEAKER0131/001310020.WAV,LYNDA LOVES AUSTRALIA,0131
001310022,WAVE/SPEAKER0131/001310022.WAV,ANDY LOVES CANADA,0131
001310023,WAVE/SPEAKER0131/001310023.WAV,BETTER LIVED IN CHINA,0131
001310061,WAVE/SPEAKER0131/001310061.WAV,DOES MIKE LIKE THE BEEF,0131
001310062,WAVE/SPEAKER0131/001310062.WAV,ANDY LIKES MEAT,0131
001310076,WAVE/SPEAKER0131/001310076.WAV,PLEASE CLOSE YOUR NEW T SHIRT,0131
001310078,WAVE/SPEAKER0131/001310078.WAV,MIKE LIKES YOUR BLUE JEANS,0131
001310081,WAVE/SPEAKER0131/001310081.WAV,BILLY GOT THE SKIRT,0131
001310096,WAVE/SPEAKER0131/001310096.WAV,JIM CAN SEE THE T V ROOM,0131
001310122,WAVE/SPEAKER0131/001310122.WAV,MARY WENT TO THE MATCH CLASS,0131
001310123,WAVE/SPEAKER0131/001310123.WAV,DADDY LIKES THE SCIENCE CLASS AT SCHOOL,0131
001310129,WAVE/SPEAKER0131/001310129.WAV,HOW DID YOU COME HERE,0131
001310144,WAVE/SPEAKER0131/001310144.WAV,HADI FRIEND,0131
001310148,WAVE/SPEAKER0131/001310148.WAV,CAR,0131
001310152,WAVE/SPEAKER0131/001310152.WAV,IT IS A LONG JOURNEY,0131
001310154,WAVE/SPEAKER0131/001310154.WAV,THEN WHY ARE YOU HERE,0131
001310155,WAVE/SPEAKER0131/001310155.WAV,HE ASKED,0131
001310162,WAVE/SPEAKER0131/001310162.WAV,STEP UP,0131
001310165,WAVE/SPEAKER0131/001310165.WAV,I GOAT UP THIS MORNING,0131
001310168,WAVE/SPEAKER0131/001310168.WAV,COME OVER HERE,0131
001350002,WAVE/SPEAKER0135/001350002.WAV,THIS MONTH IS OVER FOR ME,0135
001350091,WAVE/SPEAKER0135/001350091.WAV,WAR AFTER ALL IS FAR FROM AN EXACT SCIENCE,0135
001350119,WAVE/SPEAKER0135/001350119.WAV,THESE MATCHES ARE GOING TO BE GREAT,0135
001350124,WAVE/SPEAKER0135/001350124.WAV,I WORK FOR LIVING AND HAVE TO GET UP EARLY,0135
001350134,WAVE/SPEAKER0135/001350134.WAV,HE IS A BIG BOY,0135
001350163,WAVE/SPEAKER0135/001350163.WAV,I NEVER WANTED TO BE COOL,0135
001350174,WAVE/SPEAKER0135/001350174.WAV,REALLY WASHING I COULD WATCH A BREAK,0135
001350180,WAVE/SPEAKER0135/001350180.WAV,ITS TOO MANY FISH IN THE SEA TO BE JEALOUS,0135
001350194,WAVE/SPEAKER0135/001350194.WAV,THE GOOD THING IS THAT WE CAN SEE THE GAME,0135
001350216,WAVE/SPEAKER0135/001350216.WAV,AT THE TOP OF THE CHARTS,0135
001350219,WAVE/SPEAKER0135/001350219.WAV,NO ONE WANTS TO TALK TO ME TONIGHT,0135
001350243,WAVE/SPEAKER0135/001350243.WAV,READY TO BE AT THE LAKE,0135
001350285,WAVE/SPEAKER0135/001350285.WAV,ALWAYS WAITING FOR THE NEXT SEASON,0135
001350312,WAVE/SPEAKER0135/001350312.WAV,THE OLD MAN WILL NOT ALLOW THIS,0135
001350317,WAVE/SPEAKER0135/001350317.WAV,BUCKET WANTED NERVOUSLY IN THE WINGS,0135
001350318,WAVE/SPEAKER0135/001350318.WAV,THE NIGHT IS COOL AND ROAD IS LONG,0135
001350343,WAVE/SPEAKER0135/001350343.WAV,I PUT MY ELBOWS ON THE TABLE,0135
001350350,WAVE/SPEAKER0135/001350350.WAV,WHY YES TO BE SURE,0135
001350356,WAVE/SPEAKER0135/001350356.WAV,BETTER TO BE VAGUE HE THOUGHT,0135
001350375,WAVE/SPEAKER0135/001350375.WAV,IT'S ONLY FOR HER THAT I ASKED,0135
001450037,WAVE/SPEAKER0145/001450037.WAV,FOUR THREE THREE EIGHT,0145
001450043,WAVE/SPEAKER0145/001450043.WAV,FIVE FOUR FIVE ONE,0145
001450049,WAVE/SPEAKER0145/001450049.WAV,DIVER IS NOT GOOD AT FOOTBALL,0145
001450051,WAVE/SPEAKER0145/001450051.WAV,MIDDLE LIKES RETURNS BOWING,0145
001450063,WAVE/SPEAKER0145/001450063.WAV,TINA LIKES PORK,0145
